,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Miltiadous-24,0.019279383937117915,2.176283052988188,-0.46304535816127157,0.35815536211343185,-0.005605820575083364,0.13102917391223223,-0.1434810437512248,0.09470202728035391,-0.05860720530573739,-0.09261368677535187,0.10401988163978795,-0.05723852285467065,0.1653853519053712,-0.10324025771514231,0.047576272308279814
Izmir-41,-0.3436274708647104,-0.45761753356215634,-0.794480296603733,0.09579887843296514,0.237468879536187,-0.14073148277576555,0.5646010973480372,-0.02602095717986803,0.04298232895017637,-0.09037695926902194,-0.06137000425590779,-0.03937341214409237,0.00042918937428713103,0.1411010556206657,-0.11206518743667726
Izmir-152,-0.000775201275507536,-0.3993897697008596,-0.22316757495356312,-0.2676194915093871,-0.028959694878936265,-0.06545328301205137,-0.1246909757026641,-0.19929799822742633,-0.0991714300046135,0.007907616563557875,0.00257716300966122,-0.03356613719935667,0.0927216436946352,-0.03270381359432115,-0.0147587010932518
Istambul-falcehl1,0.23424057625669054,0.5640957842879035,0.49536697221947285,-0.17232292818714381,0.235993460026142,-0.22572341017675002,0.05142607120239063,-0.10674860520925221,-0.13607164669549895,-0.2573120670724557,0.14550726798716246,0.059518796587252176,-0.003099518907641737,-0.12210076883190231,0.04304086499800424
Miltiadous-30,-1.1697844043201866,1.3574572981587827,0.2556743008269381,-0.583755582182613,-0.5777341613051498,0.3899480338266374,0.48390358428894864,-0.16772760050372645,-0.0020965168470626966,-0.028448007200890017,0.07036185208946354,-0.006622140000460794,-0.009052148785679252,-0.02208981525243911,-0.06112985474197113
Miltiadous-22,-0.9435826463607969,-0.08188817061529845,0.20640512603813244,0.16086277855250045,0.3677904391298517,0.10852923889755695,-0.000697546912199868,0.12365807653711523,0.04652023109148478,-0.18535251434928318,0.03313123676858198,0.06786795539509524,-0.07725893678402439,0.03099632345581268,0.05587325620161291
Istambul-pmyel11,1.322846417482063,0.6390539351004992,-0.09586083819714339,1.0179144011402115,-0.4672730112197331,0.16128392895410237,0.43905430783570776,0.36844993855531316,0.02474101894551878,0.298221771156856,0.25457337346516257,-0.007461172864957619,0.05977558661155976,0.02679597126823851,-0.09394696685367847
Izmir-22,-1.3579396479171137,-0.6509423444099155,0.1551680100180282,0.30177161384834744,0.1087411265432663,-0.15639115146462193,-0.1558138875016322,-0.2252324372659987,0.05873463564969851,0.035264411467355684,-0.10348083771821082,0.0029065267336820127,0.04447852966543059,0.008208088037581088,-0.0732735373277463
Miltiadous-61,-0.7328571065243843,-0.4256500195164688,-0.20014031935909263,-0.3054434294686994,-0.10208592696299468,0.4918313175357732,0.4533438793681464,0.10017627345362974,-0.14773472657980066,-0.01849032721018117,-0.06366804355032864,0.024404221025548647,-0.06181944394720475,-0.02647280362100855,0.0342356700631284
Istambul-faltkar1,-1.1325953137162454,0.5143132142581606,0.4811630188030864,0.14195541234347892,0.21761127872532438,-0.018131124191450187,-0.1712372729522877,0.21572682570593954,-0.15746269124384335,0.20303017749278882,0.06985924767046507,-0.14837192473091887,0.20388294642262758,-0.1012992276380079,0.07887512446618557
BrainLat:AR-sub-100026,0.5544947974737467,0.3590019219190212,-0.3430552785856227,-0.34302776688474074,0.0906946422876148,-0.24085046258255413,0.036872178464153825,-0.09311996797971873,0.12438125493209314,0.190170441747039,-0.11721266715753109,-0.2094988569090409,0.14682232082398075,0.10657641902921053,-0.04561134766956241
Izmir-155,-0.2764883727761149,-0.48847071283036136,0.4060708308489419,-0.1487786526099252,0.055021383862349324,-0.03759820932928969,-0.10313653439048336,-0.1397445468664896,-0.31504535072977435,0.05085892600337948,0.10284003456143563,-0.07613922526633463,-0.09385802475227899,0.009503831233928376,0.09613856884580035
Izmir-123,0.38223190848407124,0.5074787911115394,-0.3553033664036621,0.22201078895301385,0.46665754834295314,-0.37160205980306926,0.3263811084355952,-0.15583307600059804,0.0021955784260027983,0.20596623257267277,-0.24595407706236513,0.03879612948038685,0.028167691721061715,0.0710296871080965,-0.08776669128351872
BrainLat:CL-sub-100043,-0.22150185515318202,-0.5666405900343653,0.03828256751305752,0.07191102414927983,-0.19922859856601147,0.09096875612367479,-0.14406091726368528,-0.3052508286605425,-0.21039871855999717,0.28438046957832785,-0.035990458085786985,0.2232724161347782,-0.0751978715571084,-0.1189252446469702,0.13596123125952234
Miltiadous-14,-1.7070860513455606,-0.7741420584320342,-0.16528230369626787,0.27026456655981385,-0.22353320317538528,0.3429623849790232,0.12147310382383546,0.071999493115645,0.009133710960029719,-0.10125033971364292,0.19638717695280988,0.11127157998789643,-0.08465389010273468,0.04206407627087911,0.24184016805828992
Newcastle-80,0.09592635748347535,0.7269076318371521,-0.08628067456517513,-0.12543101653774638,-0.47213967505160254,-0.32483356602536817,-0.07054067594483919,0.11848545467401747,-0.3583373685422894,-0.3063454784165825,0.06808129573249541,0.19911203257988963,0.10643551761877441,0.12955335531609607,-0.05246527410702103
Izmir-133,-0.17374349983264725,-0.6184970782941756,-0.17804787230911456,-0.45228675916612227,-0.22060370567828702,0.36236201893213865,-0.08717365362180203,0.06853126968218408,-0.1928268494353099,0.058706747186375516,-0.1630244606526064,-0.10902243438515749,0.005504160415708979,0.0009343039066527042,0.07075854964567753
Newcastle-108,1.07352924379146,0.863980521239504,-1.0636509905676972,0.40184970955289234,-0.4479325449683691,-0.6228815758696906,-0.17708667956569218,0.0779545976760476,-0.15656893801255867,0.0726218387897646,0.08509503471255812,0.10158485939253187,0.029612057911935462,-0.054002894415515076,0.08397644752016707
Izmir-39,3.0219559668376124,-0.3608150062892824,-0.45466024222313794,-0.8487466728229319,0.22414752018426984,0.4733085893605186,0.1165348437133732,-0.15843360743534785,-0.40859299196090987,-0.12642181287016402,0.4280034730614521,-0.05721423717339182,0.18886678910577495,-0.010428610764319592,-0.17147872414311788
Istambul-falnpos1,-0.8208042617305036,0.7625466241120512,0.05147202072570606,0.06100438083596013,-0.15183998277505273,-0.4707696619612098,-0.30145355413417035,-0.07714427671314161,0.2173839132899808,-0.17654604081721798,-0.19240846753781018,-0.22312152846425848,-0.11306639991364138,0.07717501937217726,0.07970303056238962
Istambul-falrakk1,-0.378237537778304,1.278020869574389,-0.7143310916920439,-0.22502283619993335,0.06385580280029511,-0.20008849153547004,0.20042820171189815,0.023232571941652267,0.2389539494201561,0.22993786020208087,-0.2329626448171765,-0.3642374928120508,0.027700667459631075,-0.15167638364791208,0.012223150368559005
Miltiadous-56,1.9054053562635522,-0.20585894464413837,0.08782181188564996,-0.18546266218089494,-0.4439756258779145,-0.13834669460090865,0.15506882802139346,0.2619275201161662,0.010228648343519685,-0.05969818869961122,-0.03744444956196626,0.15649909938386744,-0.0944275375178843,-0.04506975272905996,-0.040514225195170186
Izmir-150,1.3809464269028207,-0.3200588433998909,-0.28951738407467303,-0.4748667546950488,0.12381543887062034,0.25184651673917435,-0.13985984948263183,0.013071806554728027,-0.3270562656106782,0.038635527839398866,0.22903935395092903,-0.068888834024671,0.0771185247625216,-0.012886649185183749,0.06656824567556904
Istambul-psyil1,0.25189196065900316,-0.4178222762647187,-0.6577503948575019,-0.29769974427216167,-0.12985256330695366,-0.44646275101867067,-0.05030081661616355,0.21371904451159224,-0.06727760248375093,-0.06158017348993035,-0.2217221894102608,-0.017109260876140925,-0.010088193593784812,0.04209815344020932,0.03826479858559948
Istambul-fesbek1,-0.11993657444734925,-0.020093742230910244,-0.6118783597147974,-0.25628794202970656,-0.3263991604883215,-0.09707370868830077,-0.1512582251066056,-0.2668114834583769,-0.282094165657796,0.4620471382033449,0.03964485191657064,0.08765555583856736,0.02976316882316406,0.03474867218932927,0.1231129396993278
BrainLat:AR-sub-30026,0.3676794105745419,0.10077533099706494,-0.4554439117746592,-0.11696028892779768,-0.4132789413440535,-0.16666898577814762,0.33857458800915147,0.28692106741856244,-0.02384061110378257,-0.07649626175404214,0.08235439113512366,0.043457406424299454,-0.3452893738527032,0.04561209619684814,-0.017835283349497702
BrainLat:AR-sub-30001,-0.5032606366335381,-0.13108036731617917,-0.02989444565069415,0.48699503746253736,-0.05173730058172451,0.24946518083425698,-0.030255598711524244,-0.1325906948861098,0.09770771215599237,0.019027762567004294,0.12537300411413507,0.09196510121140467,-0.025722646519419624,-0.062514144183403,-0.04407873547800725
Izmir-94,-0.9558471670547032,-0.6015171857395688,0.013929304746551666,0.43063314339941217,0.17789130783297505,-0.08343153413688248,0.0019528683215485176,-0.13795444717545935,0.01416390878194392,0.064004736276037,0.06242642028694206,-0.035653601651372026,0.05725880018019646,0.09839517834789846,-0.15670372340783584
Newcastle-57,-0.4396463580073873,0.3999949981607217,-0.3290947303842628,-0.034984136272669934,-0.02511181419086473,-0.3688177570264512,0.18746537116379014,0.07116624447857112,0.17953747435766762,-0.15124202184664318,0.06631321570989845,-0.07325283985575183,0.10922818712637605,-0.14026959949251264,-0.04071000474645549
Istambul-pisog1,1.0247211201167072,-0.20855250813325601,0.043874694209717874,-0.09091536243814465,0.05643238232161279,0.16329878236808856,-0.3768042024884605,0.0006376200304777631,-0.1645964494818174,0.3646431928218222,0.04798367515402136,0.033075956503604696,0.025267931306659747,0.23079640543597962,0.017313428623735437
Miltiadous-31,1.1276266891609352,0.32166752196475995,0.06055225496344994,-0.26861697996757333,0.11773100945181608,0.03285222865966092,0.0513398660539027,0.0019358235045266031,-0.056400215760989525,-0.02473864011671386,0.027283843957813282,-0.08548773185161818,0.14592723840637947,0.06406552111395508,0.015598974206705255
Istambul-fpdemryal1,-0.5855022898027953,0.25543802092365375,0.9889649670127374,-0.2633930599620523,-0.16566678282678174,-0.15613097445182048,0.28130073871457684,-0.027273083536968355,-0.12538418707619292,-0.2891168216706255,0.001377626383047131,-0.13208837097520676,-0.06831146674506072,-0.02840854549168983,-0.10953820875266738
BrainLat:AR-sub-10009,0.2381798186741343,-0.5513176832461839,-0.061633208331943204,0.17013156482139535,-0.04094810675890688,-0.06653942879685576,-0.004139113692913409,-0.3325332825691442,-0.11620703165205905,0.28109378451846107,-0.14266098131293253,0.11017039767074112,-0.08362957393770486,-0.09187132931383987,0.13850384148193035
Izmir-42,-0.6703590814769737,-0.4418609170515622,-0.1058827513797138,-0.5658103709777174,-0.4202895774595536,0.09982749271024226,0.2582747673069241,0.4186272394321359,-0.06672368016053862,0.09610535401252795,-0.15698400864720433,-0.0016711227695065743,-0.17979956259434252,0.021903081189847348,0.1073825421124984
BrainLat:AR-sub-100018,0.19022090584771184,-0.31524055354288477,-0.3007931597858157,-0.06562212068443372,0.5479308270717305,0.14989661322360745,-0.11931764405375561,0.16705198744736474,-0.13333392565014354,0.06283515634896233,-0.16097556812980846,0.2530479806637525,0.07868204146607675,0.025202130764427268,-0.04705085310161489
