,0,1
Newcastle-53,9.216161,0.123500645
Newcastle-54,-13.772078,-0.041922566
Newcastle-56,8.558476,-3.7127135
Newcastle-57,-2.4411535,2.6306303
Newcastle-58,-5.1878815,3.875383
Newcastle-61,-4.8289833,5.2103767
Newcastle-62,6.0518413,-5.4945145
Newcastle-65,-1.011034,-0.23958908
Newcastle-66,6.64828,-3.7416816
Newcastle-68,-6.2020497,2.6782393
Newcastle-70,-15.825887,-3.7882805
Newcastle-72,-6.26251,4.50701
Newcastle-73,1.6212103,-2.4026122
Newcastle-75,19.593454,3.5281348
Newcastle-76,-9.72619,6.2110066
Newcastle-77,-12.889365,-4.416852
Newcastle-78,20.314896,3.3770306
Newcastle-80,4.3346047,-0.6790344
Newcastle-81,-12.554239,-0.82922375
Newcastle-82,11.622071,0.7440827
Newcastle-83,-2.8179212,3.6563907
Newcastle-84,-10.991292,8.49572
Newcastle-85,-8.217208,3.7287204
Newcastle-96,0.57951957,-5.2257814
Newcastle-97,-12.503139,5.591736
Newcastle-98,0.5028678,-4.5732446
Newcastle-100,11.796477,-1.2187245
Newcastle-101,-13.56785,1.7664335
Newcastle-102,-6.295466,4.8048687
Newcastle-104,-15.3539,-1.5811701
Newcastle-106,-13.221846,-0.5323287
Newcastle-108,11.342372,-4.5808244
Newcastle-109,11.434314,-3.2688036
Newcastle-110,17.453533,5.5518265
Newcastle-111,18.531794,2.306252
Newcastle-112,-10.21143,9.134084
Izmir-13,4.027198,-1.1386071
Izmir-16,-3.6694849,11.823266
Izmir-17,-11.9627695,-1.4427494
Izmir-18,8.9488735,-7.875246
Izmir-21,9.00509,3.0947433
Izmir-22,-13.484284,-2.2883482
Izmir-23,-7.703129,7.13561
Izmir-24,5.8582664,-6.93332
Izmir-26,12.919857,0.8151798
Izmir-28,7.2492995,-2.0953524
Izmir-29,-4.9542108,7.5274506
Izmir-30,-2.8193102,10.515457
Izmir-31,6.8542976,-5.463688
Izmir-33,-7.5635457,-4.5976524
Izmir-34,-10.20513,-0.74462587
Izmir-35,4.460552,-3.5303369
Izmir-36,5.573713,-2.5667994
Izmir-38,-2.2269237,-9.842059
Izmir-39,22.139084,2.7142754
Izmir-40,5.303321,2.609466
Izmir-41,0.21064915,-6.5574136
Izmir-42,-9.084321,0.306501
Izmir-44,13.9553585,-4.2484517
Izmir-46,10.1870575,0.8890181
Izmir-47,-7.7950153,4.6507936
Izmir-48,-3.12212,-1.5274256
Izmir-50,13.335708,-5.16939
Izmir-52,-7.856591,-2.7494972
Izmir-87,-5.249506,3.4820046
Izmir-88,-16.147785,-2.7047389
Izmir-89,-5.6690474,-2.5106316
Izmir-90,-12.566836,0.8843232
Izmir-92,-4.1668196,-3.0953355
Izmir-94,-12.89404,-2.5007977
Izmir-95,-10.250438,-4.3559146
Izmir-113,11.480879,2.4841518
Izmir-114,21.90008,4.596391
Izmir-116,-7.298142,-5.8335085
Izmir-117,17.838293,3.3407679
Izmir-118,-6.7881684,-5.1178007
Izmir-119,19.355,3.7996233
Izmir-120,-6.9418654,-7.2404556
Izmir-121,8.682797,-7.3041644
Izmir-122,22.371994,3.2755344
Izmir-123,4.5957255,-3.5260112
Izmir-124,-7.8918056,-2.2218366
Izmir-125,-10.010527,11.129713
Izmir-126,21.45956,1.3884878
Izmir-127,-2.2269,-9.842038
Izmir-128,-3.5347686,0.63106
Izmir-129,-8.179623,-1.0731566
Izmir-130,-7.5332594,-0.8348736
Izmir-131,19.800316,0.059811037
Izmir-132,-4.3579316,1.527048
Izmir-133,-4.8500457,-3.7198355
Izmir-134,-6.2630773,7.130581
Izmir-135,8.522031,-4.913063
Izmir-136,-3.3482194,2.437977
Izmir-137,-13.089414,1.2269742
Izmir-138,15.624893,3.6688068
Izmir-139,-1.715568,-9.66096
Izmir-140,-8.490073,-3.5223153
Izmir-141,-6.0906014,-1.1151097
Izmir-142,-4.6832504,1.6210829
Izmir-143,-9.156635,-1.2252789
Izmir-144,-1.1784416,-4.7979517
Izmir-145,-1.5901375,-4.7857285
Izmir-146,-5.0126667,-6.588459
Izmir-147,15.750312,1.4451905
Izmir-148,20.963114,1.3700176
Izmir-149,-11.538667,-0.6477453
Izmir-150,13.469568,2.5237682
Izmir-151,-3.1220791,-1.5275004
Izmir-152,-3.2931283,-2.877743
Izmir-153,-11.965172,-2.8364518
Izmir-154,5.1885624,0.13159177
Izmir-155,-7.3158727,-2.4170156
Izmir-156,16.000256,3.970678
Izmir-157,-8.834204,5.523179
Izmir-158,7.759831,-1.727534
Istambul-falames1,7.3492365,0.07452658
Istambul-falcehl1,5.4528403,1.0160851
Istambul-falecir1,12.643252,-0.30879536
Istambul-faledev1,-6.738425,-3.8584876
Istambul-falekab1,-7.2783985,2.2289267
Istambul-falfsev1,-17.39634,-1.3870867
Istambul-falgdon1,-3.0654438,7.127076
Istambul-falherb1,-2.435434,6.0353794
Istambul-falmasi1,0.561087,-3.181263
Istambul-falmcek1,-6.5152617,10.716573
Istambul-falmdem1,-3.227129,8.4180975
Istambul-falmedi1,2.3975852,1.9379331
Istambul-falmgun1,-6.5185776,0.2543217
Istambul-falmozb1,11.622441,5.6100526
Istambul-falmyil1,14.235293,-1.7833903
Istambul-falnpos1,-3.9286647,7.988066
Istambul-falnsez1,-10.319387,6.9391036
Istambul-falrakk1,4.2861934,-6.487731
Istambul-falscan1,10.266441,-4.9631257
Istambul-falserg1,4.8218126,1.5619478
Istambul-falsgul1,-10.463406,-2.560443
Istambul-falskar1,15.39272,-0.88691396
Istambul-falssah1,1.2702848,-7.1149697
Istambul-faltkar1,-7.746626,9.447871
Istambul-falyedi1,-13.481476,2.496224
Istambul-falymem1,-2.1276565,-1.4112068
Istambul-falzbil1,10.237406,-1.3858961
Istambul-falzsah1,16.652323,2.232909
Istambul-febuyig1,19.012848,5.012449
Istambul-fesbek1,-1.7288582,-3.5149088
Istambul-feykar1,0.067133084,-1.2053843
Istambul-fhtun1,-10.601523,4.1348643
Istambul-fmcimtas1,0.04313625,4.1892767
Istambul-fpdemryal1,-10.376779,10.057974
Istambul-frekakt1,14.532826,2.6666865
Istambul-paarı1,-4.7247643,-0.89909583
Istambul-pacik1,15.177738,1.1964536
Istambul-pcaka,-0.47155327,3.094212
Istambul-pccak1,-4.578118,-4.6971536
Istambul-pcgul1,9.1516,-5.0348988
Istambul-peakk1,0.2608729,-6.7789407
Istambul-pegun1,14.068314,3.856562
Istambul-pfdum1,21.43915,3.2691412
Istambul-phber1,-9.235864,7.02078
Istambul-phbic1,15.331634,-1.9242216
Istambul-phcet1,5.4714193,2.7144318
Istambul-pisog1,12.927872,1.953321
Istambul-pkbay1,10.230114,-3.0846007
Istambul-pmyel11,13.726781,-3.7500873
Istambul-pnakt1,-5.6960363,5.308877
Istambul-pnkok1,-2.0730298,4.9104996
Istambul-pnsog1,18.501665,4.9409084
Istambul-pnusa1,-7.0817566,5.4977636
Istambul-podog11,14.535685,0.5144029
Istambul-psgul1,10.218882,1.499307
Istambul-pssen1,7.9671,1.8568712
Istambul-pssog1,-8.642968,9.607911
Istambul-psyil1,0.35491356,-3.1533985
Istambul-pukab1,-9.27457,7.7734976
Miltiadous-1,-6.125635,9.026859
Miltiadous-2,11.679494,0.05091681
Miltiadous-3,19.002354,-0.24823816
Miltiadous-4,-15.935797,-0.25299725
Miltiadous-5,-4.999682,10.883491
Miltiadous-6,14.850587,-1.2632834
Miltiadous-7,-6.166773,9.564929
Miltiadous-8,-14.888773,1.3584496
Miltiadous-9,-2.8365355,9.568587
Miltiadous-10,-5.061062,-1.4958444
Miltiadous-11,4.966795,-4.88444
Miltiadous-12,-12.144287,3.495549
Miltiadous-13,-11.495161,6.225751
Miltiadous-14,-15.653695,-0.7038712
Miltiadous-15,13.74056,-0.5689787
Miltiadous-16,-15.333039,2.3068044
Miltiadous-17,-8.093557,8.046554
Miltiadous-18,7.318344,-6.417902
Miltiadous-19,-15.644052,-3.125541
Miltiadous-20,-14.950045,0.11888655
Miltiadous-21,-9.618796,3.3684978
Miltiadous-22,-11.007126,2.4798381
Miltiadous-23,-4.3586392,4.4723744
Miltiadous-24,6.8766646,-7.5988817
Miltiadous-25,-6.074941,-6.8741846
Miltiadous-26,-16.218437,-1.8922752
Miltiadous-27,-12.155857,6.754937
Miltiadous-28,6.5990043,-7.9717956
Miltiadous-29,-5.77836,9.247516
Miltiadous-30,-4.2497077,11.406867
Miltiadous-31,11.163888,-0.51793325
Miltiadous-32,7.7043643,-6.994954
Miltiadous-33,-4.707852,0.43958053
Miltiadous-34,-7.1529026,8.246651
Miltiadous-35,-2.5572083,7.4503202
Miltiadous-36,9.608437,3.7906523
Miltiadous-37,9.323806,-1.2179848
Miltiadous-38,-9.0406685,-1.5400083
Miltiadous-39,17.425926,2.8502052
Miltiadous-40,0.10211762,-0.5659744
Miltiadous-41,-8.294293,2.3810523
Miltiadous-42,13.733224,1.2966671
Miltiadous-43,-12.906371,1.9642054
Miltiadous-44,13.782094,-3.8473055
Miltiadous-45,-1.6913774,1.2728051
Miltiadous-46,10.071901,3.7337503
Miltiadous-47,2.3522365,1.9040339
Miltiadous-48,0.77602965,0.9611498
Miltiadous-49,19.977448,1.8401849
Miltiadous-50,-7.367825,0.8369189
Miltiadous-51,-7.7278905,0.91880465
Miltiadous-52,10.423456,2.2895217
Miltiadous-53,15.547119,0.66533935
Miltiadous-54,20.77643,2.6030002
Miltiadous-55,-3.1643338,-3.561179
Miltiadous-56,17.602861,2.3449724
Miltiadous-57,12.379119,3.0180514
Miltiadous-58,14.582984,1.8589398
Miltiadous-59,-14.641325,-2.2552652
Miltiadous-60,-11.331724,5.5045214
Miltiadous-61,-9.89404,0.05205179
Miltiadous-62,-4.152542,-6.777377
Miltiadous-63,-2.3080618,-1.8033532
Miltiadous-64,20.058731,2.3657975
Miltiadous-65,-6.7522483,0.5893543
