,Spectral#Entropy#C3#delta,Spectral#Flatness#C3#delta,Spectral#PeakFrequency#C3#delta,Spectral#Diff#C3#delta,Spectral#RelativePower#C3#theta,Spectral#EdgeFrequency#C3#theta,Spectral#Diff#C3#theta,Spectral#EdgeFrequency#C3#alpha,Spectral#RelativePower#C3#beta,Spectral#Entropy#C3#beta,Spectral#EdgeFrequency#C3#beta,Spectral#PeakFrequency#C3#beta,Spectral#Flatness#C3#gamma,Spectral#PeakFrequency#C3#gamma,Spectral#Entropy#C4#theta,Spectral#EdgeFrequency#C4#theta,Spectral#Diff#C4#theta,Spectral#Flatness#C4#alpha,Spectral#Diff#C4#alpha,Spectral#Flatness#C4#beta,Spectral#Diff#C4#beta,Spectral#RelativePower#C4#gamma,Spectral#PeakFrequency#C4#gamma,Spectral#Entropy#Cz#delta,Spectral#Diff#Cz#delta,Spectral#RelativePower#Cz#alpha,Spectral#Entropy#Cz#alpha,Spectral#EdgeFrequency#Cz#alpha,Spectral#PeakFrequency#Cz#alpha,Spectral#RelativePower#Cz#beta,Spectral#Entropy#Cz#beta,Spectral#Diff#Cz#beta,Spectral#RelativePower#Cz#gamma,Spectral#Diff#Cz#gamma,Spectral#Flatness#F3#delta,Spectral#EdgeFrequency#F3#delta,Spectral#Flatness#F3#theta,Spectral#RelativePower#F3#alpha,Spectral#PeakFrequency#F3#alpha,Spectral#RelativePower#F3#beta,Spectral#RelativePower#F4#delta,Spectral#EdgeFrequency#F4#delta,Spectral#Entropy#F4#theta,Spectral#Flatness#F4#theta,Spectral#EdgeFrequency#F4#theta,Spectral#PeakFrequency#F4#theta,Spectral#RelativePower#F4#alpha,Spectral#Flatness#F4#alpha,Spectral#EdgeFrequency#F4#alpha,Spectral#Flatness#F7#delta,Spectral#RelativePower#F7#theta,Spectral#Entropy#F7#theta,Spectral#EdgeFrequency#F7#theta,Spectral#Diff#F7#theta,Spectral#RelativePower#F7#alpha,Spectral#Entropy#F7#alpha,Spectral#Flatness#F7#alpha,Spectral#EdgeFrequency#F7#alpha,Spectral#Diff#F7#alpha,Spectral#RelativePower#F7#beta,Spectral#Entropy#F7#beta,Spectral#Flatness#F7#beta,Spectral#PeakFrequency#F7#beta,Spectral#Entropy#F7#gamma,Spectral#Flatness#F7#gamma,Spectral#EdgeFrequency#F7#gamma,Spectral#PeakFrequency#F7#gamma,Spectral#Diff#F7#gamma,Spectral#Flatness#F8#delta,Spectral#Diff#F8#delta,Spectral#Entropy#F8#theta,Spectral#Flatness#F8#theta,Spectral#EdgeFrequency#F8#theta,Spectral#PeakFrequency#F8#theta,Spectral#Entropy#F8#alpha,Spectral#Flatness#F8#alpha,Spectral#PeakFrequency#F8#alpha,Spectral#Diff#F8#alpha,Spectral#RelativePower#F8#beta,Spectral#Entropy#F8#beta
min,2.428611516952514,0.0410984940826892,1.5,-0.0054483848907693,0.0204443543470797,4.75,-0.0026433353098885,8.0,0.0385934637854539,2.809358835220337,13.0,12.0,0.1767276525497436,30.0,1.1524291038513184,4.666666666666667,-0.0037123077587845,0.0047896052710711,-0.0101622831716667,0.0486494340002536,-0.0189547743357252,0.0049350224404493,30.0,2.3342950344085693,-0.0034596786399561,0.0237704205782928,0.8624718189239502,8.0,8.0,0.0372691550727458,2.896049737930298,-0.0135851336235646,0.0071274324205086,-0.0031152876848257,0.0486664026975631,1.7083333333333333,0.0019324659369885,0.018992853171783,8.0,0.021836040693747,0.0094535947123911,1.625,1.1906776428222656,0.0012420006096363,4.666666666666667,4.0,0.0192156272968634,0.0224197264760732,8.0,0.0326179265975952,0.013128329028976,1.2091940641403198,4.5,-0.0033573274971179,0.0100514088773064,1.118319034576416,0.0317074321210384,8.0,-0.0166222596138444,0.0266570476955417,2.310912847518921,0.0681607201695442,12.0,2.3305633068084717,0.1808795928955078,32.0,30.0,-0.0024309894652105,0.0208814516663551,-0.0044342860092001,1.1861306428909302,0.0008735780720598,4.75,4.0,1.1217468976974487,0.0297808703035116,8.0,-0.0133080078073059,0.0334064425127674,2.1540257930755615
max,4.204820156097412,0.2047940343618393,4.0,0.0012091886546841,0.7454362853020634,7.875,0.0159944027473102,12.0,0.7543134921935238,4.2207112312316895,26.333333333333332,30.0,0.3972082734107971,44.0,4.021227836608887,7.833333333333333,0.0075490437811822,0.3747370541095733,0.0189830785147933,0.2638233304023742,0.0021434161753859,0.5486781921411548,44.0,4.125934600830078,0.0015492138750611,0.7600890415150187,3.146636724472046,12.0,12.0,0.7400587676809356,4.213993549346924,0.0009296453596713,0.4383025196503077,0.0011669719679048,0.1814984083175659,3.5833333333333335,0.2606278657913208,0.775383417591707,12.0,0.647546851675933,0.82942086678189,3.5,3.99621844291687,0.2587190866470337,8.0,8.0,0.8145415663689679,0.3722915947437286,12.0,0.179268941283226,0.7065938017099861,3.994345426559448,7.916666666666667,0.0101418707345146,0.7416051610330864,3.1575393676757812,0.373418778181076,12.0,0.008379321162162,0.576437634815806,4.225624084472656,0.2655018270015716,30.0,2.99556303024292,0.3965389132499695,40.666666666666664,44.0,0.0016656219183156,0.1765741556882858,0.0017046851062332,3.979723691940307,0.2544813156127929,8.0,8.0,3.1391172409057617,0.3660669326782226,12.0,0.0107847279602234,0.6186523608954567,4.217188358306885
mean,3.7931692400902435,0.11831235477795367,2.4140351641965823,-0.00020967028594693146,0.22897959362553102,6.093432721828696,5.275170333333361e-05,9.724485830914567,0.2997267087074917,3.9501834353525007,17.916213106730318,14.8925870490358,0.35744636649256917,33.15789286040838,3.7497601165606915,6.165944865375756,0.00011095874316912231,0.293742474434982,-0.00018508162809010288,0.20183164146648327,-0.0010863749460167846,0.09633968518479762,33.767142667586505,3.78161409311272,-0.00026280335279977435,0.22885026717810422,2.902503532418082,9.52786003315747,9.17844026851963,0.26480754370351695,3.984381010657098,-0.0008202618049853921,0.05456267162439051,-0.00021121805367472883,0.117927767197833,2.507381396027241,0.20296781743360992,0.21149232218734032,9.340272913177646,0.2616845676724401,0.17096962024448065,2.485830671266777,3.7566934373759837,0.2046733545981639,6.0637328258357375,6.147535229136352,0.2128644674374003,0.2979409579250307,9.611918620941738,0.11632633951579553,0.20931252028560685,3.7573717936837348,5.996518628503434,-3.6869745186798094e-05,0.1983363241071546,2.936401240636192,0.2992370311123579,9.583402591179176,-0.00033852697520086696,0.23072976444653354,4.0010355351753315,0.21719397026930826,15.408276338605063,2.9422678065481653,0.37399071624683977,36.47746830405218,35.37055626983103,-0.00011749984230672469,0.11724342695486535,-0.0002981315325799593,3.7731687142566996,0.20638121440009669,6.045849049137311,6.008127442898694,2.920706558140955,0.2953634027099457,9.18371383672484,-0.000350686002336356,0.23807867972364194,4.0045326456274655
std,0.10228917609905155,0.015005293385654891,0.412905379686891,0.00033854011579340207,0.10799841010826795,0.45367309941332407,0.0004789755703222233,0.5215501722893363,0.1085872013142985,0.20574926700531052,1.8661181382457241,3.042505238984459,0.027637077588297584,2.817960818561226,0.2420644381162104,0.4792969438591809,0.00043506298588473675,0.037991422545537196,0.0010561576212062946,0.04103133703355196,0.00138851807634172,0.0806662369101125,3.156626722065732,0.10410260541977688,0.00028277812355777395,0.10766793476035105,0.1923228096446388,0.5025258215488707,0.8193794304092185,0.10148382137465153,0.14990684202085888,0.0008078557307131345,0.040630048289340595,0.00019491421680626063,0.015179624316406046,0.20853917699621846,0.0299867729899156,0.11357234366568082,0.8867483329207535,0.10901607306356506,0.08771732510065382,0.2151925282963245,0.2395518134142986,0.03170182662575901,0.4780851532668672,0.8546761141291823,0.11231708250552258,0.04855302175768758,0.48908420405502784,0.015682315156278236,0.09174559832226051,0.2095037867543239,0.48404290206016376,0.0004142630306516997,0.10923980118912915,0.16159276981302256,0.04287688491103281,0.45443686078594864,0.0006834508484443198,0.08902304144110797,0.19527679769159245,0.033734440533237216,3.9183518002298188,0.04812239964722883,0.020184400740578583,0.971339125627558,3.1181164713205574,0.00026370454484981004,0.015802857509893554,0.00038749066417757036,0.17650826300422773,0.02500696142762057,0.4658618128350865,0.8954247312386453,0.16873854937454155,0.0445032004118705,0.8436507173450469,0.0007818728297853425,0.08227329791200158,0.2021368523344821
