,0,1
Newcastle-53,-0.8987741879815568,-0.8775527667705734
Newcastle-54,0.4460905089912351,0.04380242805032653
Newcastle-55,0.7695793852561026,-0.6706142501977089
Newcastle-56,0.5526741650646746,-1.8806771352622202
Newcastle-57,0.2960573541177661,-0.7190675310711825
Newcastle-58,1.0853950750476202,0.07996276377166148
Newcastle-60,-1.0111630889920118,-0.9009008912302034
Newcastle-61,1.4894629260322163,-0.7797226453622902
Newcastle-62,0.8650466520267243,-1.2876108581530876
Newcastle-65,-1.5534850386495744,-0.276467967426822
Newcastle-66,1.8082919600212322,-1.0961374279548222
Newcastle-67,0.04507158966531771,0.31784458878049376
Newcastle-68,1.645719933243839,-0.5145502121507648
Newcastle-70,0.05856693306878544,0.5125030737265174
Newcastle-71,1.235558376553221,1.2303113428528785
Newcastle-72,-0.8504431646688381,1.5371842243747196
Newcastle-73,-0.41704585085560764,-0.9333391765885977
Newcastle-75,0.501491557521547,-0.5325959139191097
Newcastle-76,1.0438796767092409,0.17220884359438865
Newcastle-77,0.6934225762888585,0.04636944049792867
Newcastle-78,0.45469580793375863,-0.8409516726709131
Newcastle-80,0.4782650169667091,0.5626511151954895
Newcastle-81,-0.4589383305575562,-0.03434730289155466
Newcastle-82,1.0919606348690558,-0.22611118842119798
Newcastle-83,0.24377814979532406,0.11966825590810588
Newcastle-84,-0.7037954655038907,0.37972778377784894
Newcastle-85,2.1088944661342635,-0.8086523520888863
Newcastle-96,2.2671990209083646,-1.0168070507137057
Newcastle-97,1.710622845511333,0.6999674834456283
Newcastle-98,1.4910346424009298,-0.9777575033645752
Newcastle-99,-0.17185110980149348,-0.21673186179388026
Newcastle-100,0.6627499004548049,-0.3153065205578669
Newcastle-101,-0.6561210678859205,0.28758094278667057
Newcastle-102,-0.8708976373559905,-0.13056448509338134
Newcastle-103,0.699177309205512,0.06906908657582335
Newcastle-104,0.0724832025094307,-0.3525310021501675
Newcastle-105,0.3480013414514686,-0.6554824704230149
Newcastle-106,-0.4263776873505698,-0.1853722375174918
Newcastle-108,0.8386943707331125,-2.3114237460624616
Newcastle-109,0.6369309405146946,-0.3364101379590923
Newcastle-110,0.003754610098163542,1.3571831145095354
Newcastle-111,-0.28662303754023283,-2.0608654454594397
Newcastle-112,-0.3435967297358546,0.2782214703650274
Izmir-13,0.9942256125584678,1.0159381793016085
Izmir-14,1.2600663429727665,-0.3033162988655044
Izmir-15,0.8518158617066685,-0.7188184336153108
Izmir-16,2.3061480216944052,-1.1647832298515373
