,0,1
Newcastle-53,-6.7311425,-5.0594125
Newcastle-54,-11.291622,7.6958714
Newcastle-55,-8.815825,11.03924
Newcastle-56,0.62065375,7.865311
Newcastle-57,-2.2413557,11.666711
Newcastle-58,-9.401889,9.894386
Newcastle-60,-9.8137045,7.346
Newcastle-61,-4.6206026,12.086021
Newcastle-62,-1.3596168,10.18917
Newcastle-65,-2.8444638,13.014609
Newcastle-66,-4.2397847,14.5327635
Newcastle-67,-4.0111103,11.461026
Newcastle-68,-6.674878,9.079556
Newcastle-70,-12.611409,3.8818417
Newcastle-71,-0.6151794,11.14299
Newcastle-72,-4.23711,12.755455
Newcastle-73,-7.024225,-1.7714251
Newcastle-75,4.4687223,-7.3746142
Newcastle-76,-7.137546,10.494715
Newcastle-77,-11.792395,4.840746
Newcastle-78,5.856256,-8.748095
Newcastle-80,-0.8630653,8.579666
Newcastle-81,-10.919059,6.6608567
Newcastle-82,0.09463104,1.2581985
Newcastle-83,-2.5529363,11.97852
Newcastle-84,-7.105645,11.761637
Newcastle-85,-6.7864895,10.41292
Newcastle-96,-1.0520962,12.256593
Newcastle-97,-3.2121897,11.505533
Newcastle-98,-1.0255325,11.731788
Newcastle-99,-2.5042586,13.071917
Newcastle-100,-1.4168108,5.009855
Newcastle-101,-10.47351,8.267465
Newcastle-102,-3.8822122,12.877297
Newcastle-103,-11.434848,6.5463996
Newcastle-104,-11.934427,6.018035
Newcastle-105,-8.703185,9.066331
Newcastle-106,-11.4335375,7.3310776
Newcastle-108,3.0430799,-0.33820158
Newcastle-109,2.6233096,-0.38811946
Newcastle-110,5.7356396,-12.134749
Newcastle-111,4.336958,-5.84453
Newcastle-112,-6.400023,11.277514
Izmir-13,0.987218,-0.30321735
Izmir-14,8.255904,-10.551383
Izmir-15,-11.246684,2.8441603
Izmir-16,-7.991712,-5.665979
Izmir-17,-9.905423,3.9643016
Izmir-18,6.310673,3.0881174
Izmir-19,-11.828484,7.5267825
Izmir-20,-13.02426,3.3674607
Izmir-21,1.0999053,-5.8967724
Izmir-22,-10.399516,5.1228366
Izmir-23,-6.192424,6.850196
Izmir-24,5.8050423,4.6825924
Izmir-25,1.1846838,-2.3822863
Izmir-26,11.081492,-7.760583
Izmir-28,9.413326,-0.23082924
Izmir-29,-6.0409007,5.0573688
Izmir-30,-6.396628,-5.042757
Izmir-31,-0.037310816,-5.710057
Izmir-33,-7.3404155,2.8344598
Izmir-34,-10.423578,2.2686017
Izmir-35,-0.29173806,-4.3938837
Izmir-36,0.7275895,-6.883528
Izmir-37,12.147798,-8.046843
Izmir-38,6.400254,6.941835
Izmir-39,12.38679,-11.913119
Izmir-40,-3.2860959,5.123476
Izmir-41,-2.4765167,-2.449691
Izmir-42,-10.158188,0.84624606
Izmir-43,13.031068,-12.292797
Izmir-44,7.951228,-2.1096408
Izmir-45,-11.220192,4.5558314
Izmir-46,4.339006,-3.9564898
Izmir-47,-6.6905932,8.001582
Izmir-48,-2.5348742,-0.51382536
Izmir-50,9.402538,-2.1785357
Izmir-52,-6.4678826,3.2486928
Izmir-87,-7.239343,1.8441018
Izmir-88,-13.361954,3.8803587
Izmir-89,-5.9972463,1.2258664
Izmir-90,-12.677574,5.646271
Izmir-91,-6.3339458,1.0088956
Izmir-92,-4.3470144,0.08804317
Izmir-93,-4.722784,-1.1854236
Izmir-94,-10.008669,4.708205
Izmir-95,-7.9808755,3.9215431
Izmir-113,2.8477437,-5.0085096
Izmir-114,11.448692,-13.527737
Izmir-115,5.0592,-1.7775629
Izmir-116,-5.6539273,-0.2477939
Izmir-117,8.05725,-11.953822
Izmir-118,-5.232723,1.8239012
Izmir-119,9.77091,-11.263741
Izmir-120,-4.181999,2.0277283
Izmir-121,-0.61854637,-6.3250594
Izmir-122,12.526993,-12.817671
Izmir-123,-0.20841397,-4.5140576
Izmir-124,-5.619631,2.8264642
Izmir-125,-6.3309965,12.793562
Izmir-126,10.820911,-12.060911
Izmir-127,6.4003215,6.9412427
Izmir-128,-6.637735,-0.43484947
Izmir-129,-9.557523,2.8001595
Izmir-130,-8.964557,3.3265529
Izmir-131,12.358783,-10.082693
Izmir-132,-8.260573,0.06670413
Izmir-133,-4.412299,0.8423437
Izmir-134,-6.9523168,6.058622
Izmir-135,4.039471,-0.037078008
Izmir-136,-7.648101,-0.5096999
Izmir-137,-12.407719,6.416147
Izmir-138,6.9750843,-9.846609
Izmir-139,6.346375,6.7441597
Izmir-140,-7.0779247,3.6877096
Izmir-141,-8.627146,1.9505059
Izmir-142,-8.39008,0.23241726
Izmir-143,-9.820633,2.0329816
Izmir-144,-4.434867,-2.269756
Izmir-145,-4.740639,-1.9780282
Izmir-146,-3.4119961,1.0123734
Izmir-147,7.4491973,-8.688239
Izmir-148,10.907352,-12.189607
Izmir-149,-11.288097,3.3762016
Izmir-150,9.805237,-8.333736
Izmir-151,-2.5348675,-0.5138852
Izmir-152,-3.5938952,0.19636099
Izmir-153,-9.5425005,5.227859
Izmir-154,1.8372445,0.90791994
Izmir-155,-5.728579,2.4740517
Izmir-156,5.55575,-9.855305
Izmir-157,-8.936847,7.4410276
Izmir-158,9.301442,-0.34622782
Istambul-alzhay1,-0.8931826,1.6629353
Istambul-alzhpeh1,2.6068428,8.838899
Istambul-alzmsap1,-5.982655,9.486202
Istambul-d1kyil1,-3.537896,7.10913
Istambul-eoabob1,6.7546263,-11.974076
Istambul-eocars1,-11.892403,1.1042781
Istambul-eoeakt1,0.4266173,-2.5537634
Istambul-eofyil1,-7.3241363,0.8056594
Istambul-eohboz1,-4.490915,7.5914187
Istambul-eoherk1,-6.620435,11.246701
Istambul-eohuzu1,0.19406252,-0.11190967
Istambul-eoibal1,-2.1605463,8.885308
Istambul-eomrus1,-2.138429,0.604181
Istambul-eomtyil1,4.4349585,-6.351109
Istambul-eomyil1,-4.017739,6.3240085
Istambul-eosbar1,4.7257857,-5.3030925
Istambul-eosber1,-4.7776947,7.999954
Istambul-eoskap1,8.815907,-4.2011604
Istambul-ergoz1,11.427072,-10.890429
Istambul-faladar1,-4.2268243,-4.337029
Istambul-falames1,8.831693,-6.021621
Istambul-falcehl1,2.3702536,3.7358387
Istambul-falecir1,8.137536,-7.604126
Istambul-faledev1,-0.8118321,-1.2252305
Istambul-falekab1,0.6844827,3.887416
Istambul-falfsev1,-13.076588,1.5989801
Istambul-falgdon1,0.2648147,8.898924
Istambul-falherb1,-6.8372126,-2.5610368
Istambul-falmasi1,5.446541,-4.2241607
Istambul-falmcek1,1.2269018,11.019026
Istambul-falmdem1,1.6278808,9.0151005
Istambul-falmedi1,-0.88667876,3.0391428
Istambul-falmgun1,-0.0695128,1.340628
Istambul-falmozb1,5.880144,-12.650424
Istambul-falmyil1,5.6684766,-8.068107
Istambul-falnpos1,1.0393364,9.06976
Istambul-falnsez1,-5.385035,10.15288
Istambul-falrakk1,1.8069066,7.371891
Istambul-falscan1,5.1361165,-1.3463411
Istambul-falserg1,2.3938131,4.0292053
Istambul-falsgul1,-4.468325,3.44861
Istambul-falskar1,6.346786,-9.514443
Istambul-falssah1,2.8856845,-4.44897
Istambul-faltkar1,-3.612238,8.681277
Istambul-falyakd1,7.998636,-9.281684
Istambul-falyedi1,-8.349611,7.4131165
Istambul-falymem1,2.3537762,-3.751429
Istambul-falzbil1,9.051241,-6.5412703
Istambul-falzsah1,7.401227,-11.52166
Istambul-feabek1,-7.363535,7.782724
Istambul-febuyig1,9.934869,-12.411526
Istambul-femdal1,10.0399,-8.682113
Istambul-fesbek1,2.5724564,-1.6984764
Istambul-feykar1,6.7243767,-5.325182
Istambul-fhtun1,-8.672619,-1.4298174
Istambul-fmacinata1,0.6142873,-1.6734458
Istambul-fmcimtas1,2.145317,5.1096387
Istambul-fmciskes1,9.329557,-1.7347499
Istambul-fpdemryal1,0.5770643,5.1403837
Istambul-frekakt1,9.24754,-9.41327
Istambul-ftdhaka1,-13.191183,1.764036
Istambul-ftdnbob1,-2.700678,7.8927298
Istambul-lathusev1,6.714641,-0.4732633
Istambul-latnurkı1,6.581139,-0.5023982
Istambul-latvekul1,6.3590918,-0.3446894
Istambul-paarı1,-0.7466431,0.3204412
Istambul-pacik1,7.9416924,-8.516812
Istambul-pcaka,1.1282353,2.9773874
Istambul-pccak1,7.450582,-5.6311793
Istambul-pcgul1,4.577098,-2.2654164
Istambul-peakk1,1.9711654,-4.228136
Istambul-pegun1,10.720017,-9.7574835
Istambul-pfdum1,12.718585,-12.0611315
Istambul-phber1,-4.3679647,10.0579
Istambul-phbic1,4.973244,-8.930272
Istambul-phcan1,6.2602096,-6.8437886
Istambul-phcet1,2.9306927,-6.463778
Istambul-pidum1,-7.4405384,8.769173
Istambul-pisog1,8.743601,-8.500034
Istambul-pkbay1,4.629282,-3.7127218
Istambul-pmyel11,8.195202,-3.317435
Istambul-pnakt1,-2.2847552,6.7818856
Istambul-pndon11,-9.5677805,6.1210976
Istambul-pnkok1,-5.7430654,-3.5238442
Istambul-pnsog1,9.310721,-12.590147
Istambul-pnusa1,-2.7294,7.382256
Istambul-podog11,7.438497,-8.088957
Istambul-prcav1,-4.982822,10.820646
Istambul-prsav1,-1.1154947,2.291927
Istambul-pscak1,6.203108,-12.059655
Istambul-psgul1,5.1096296,-6.566671
Istambul-psin1,-4.562736,9.19475
Istambul-pspam1,10.570778,-8.649711
Istambul-pssen1,5.831879,-5.9770346
Istambul-pssog1,-4.298206,8.220052
Istambul-psyil1,5.646217,-4.368357
Istambul-pukab1,-2.4140236,9.855552
