,Spectral#Entropy#C3#delta,Spectral#Flatness#C3#delta,Spectral#PeakFrequency#C3#delta,Spectral#Diff#C3#delta,Spectral#RelativePower#C3#theta,Spectral#EdgeFrequency#C3#theta,Spectral#Diff#C3#theta,Spectral#EdgeFrequency#C3#alpha,Spectral#RelativePower#C3#beta,Spectral#Entropy#C3#beta,Spectral#EdgeFrequency#C3#beta,Spectral#PeakFrequency#C3#beta,Spectral#Flatness#C3#gamma,Spectral#PeakFrequency#C3#gamma,Spectral#Entropy#C4#theta,Spectral#EdgeFrequency#C4#theta,Spectral#Diff#C4#theta,Spectral#Flatness#C4#alpha,Spectral#Diff#C4#alpha,Spectral#Flatness#C4#beta,Spectral#Diff#C4#beta,Spectral#RelativePower#C4#gamma,Spectral#PeakFrequency#C4#gamma,Spectral#Entropy#Cz#delta,Spectral#Diff#Cz#delta,Spectral#RelativePower#Cz#alpha,Spectral#Entropy#Cz#alpha,Spectral#EdgeFrequency#Cz#alpha,Spectral#PeakFrequency#Cz#alpha,Spectral#RelativePower#Cz#beta,Spectral#Entropy#Cz#beta,Spectral#Diff#Cz#beta,Spectral#RelativePower#Cz#gamma,Spectral#Diff#Cz#gamma,Spectral#Flatness#F3#delta,Spectral#EdgeFrequency#F3#delta,Spectral#Flatness#F3#theta,Spectral#RelativePower#F3#alpha,Spectral#PeakFrequency#F3#alpha,Spectral#RelativePower#F3#beta,Spectral#RelativePower#F4#delta,Spectral#EdgeFrequency#F4#delta,Spectral#Entropy#F4#theta,Spectral#Flatness#F4#theta,Spectral#EdgeFrequency#F4#theta,Spectral#PeakFrequency#F4#theta,Spectral#RelativePower#F4#alpha,Spectral#Flatness#F4#alpha,Spectral#EdgeFrequency#F4#alpha,Spectral#Flatness#F7#delta,Spectral#RelativePower#F7#theta,Spectral#Entropy#F7#theta,Spectral#EdgeFrequency#F7#theta,Spectral#Diff#F7#theta,Spectral#RelativePower#F7#alpha,Spectral#Entropy#F7#alpha,Spectral#Flatness#F7#alpha,Spectral#EdgeFrequency#F7#alpha,Spectral#Diff#F7#alpha,Spectral#RelativePower#F7#beta,Spectral#Entropy#F7#beta,Spectral#Flatness#F7#beta,Spectral#PeakFrequency#F7#beta,Spectral#Entropy#F7#gamma,Spectral#Flatness#F7#gamma,Spectral#EdgeFrequency#F7#gamma,Spectral#PeakFrequency#F7#gamma,Spectral#Diff#F7#gamma,Spectral#Flatness#F8#delta,Spectral#Diff#F8#delta,Spectral#Entropy#F8#theta,Spectral#Flatness#F8#theta,Spectral#EdgeFrequency#F8#theta,Spectral#PeakFrequency#F8#theta,Spectral#Entropy#F8#alpha,Spectral#Flatness#F8#alpha,Spectral#PeakFrequency#F8#alpha,Spectral#Diff#F8#alpha,Spectral#RelativePower#F8#beta,Spectral#Entropy#F8#beta
min,2.428611516952514,0.0410984940826892,1.5,-0.0054483848907693,0.0204443543470797,4.75,-0.0026433353098885,8.0,0.0385934637854539,2.809358835220337,13.0,12.0,0.1767276525497436,30.0,1.1524291038513184,4.666666666666667,-0.0037123077587845,0.0047896052710711,-0.0101622831716667,0.0486494340002536,-0.0189547743357252,0.0049350224404493,30.0,2.3342950344085693,-0.0034596786399561,0.0237704205782928,0.8624718189239502,8.0,8.0,0.0372691550727458,2.896049737930298,-0.0135851336235646,0.0071274324205086,-0.0031152876848257,0.0486664026975631,1.7083333333333333,0.0019324659369885,0.018992853171783,8.0,0.021836040693747,0.0094535947123911,1.625,1.1906776428222656,0.0012420006096363,4.666666666666667,4.0,0.0192156272968634,0.0224197264760732,8.0,0.0326179265975952,0.013128329028976,1.2091940641403198,4.5,-0.0033573274971179,0.0100514088773064,1.118319034576416,0.0317074321210384,8.0,-0.0166222596138444,0.0266570476955417,2.310912847518921,0.0681607201695442,12.0,2.3305633068084717,0.1808795928955078,32.0,30.0,-0.0024309894652105,0.0208814516663551,-0.0044342860092001,1.1861306428909302,0.0008735780720598,4.75,4.0,1.1217468976974487,0.0297808703035116,8.0,-0.0133080078073059,0.0334064425127674,2.1540257930755615
max,4.204820156097412,0.2047940343618393,4.0,0.0012091886546841,0.7454362853020634,7.875,0.0159944027473102,12.0,0.7543134921935238,4.2207112312316895,26.333333333333332,30.0,0.3972082734107971,44.0,4.021227836608887,7.833333333333333,0.0075490437811822,0.3747370541095733,0.0189830785147933,0.2638233304023742,0.0021434161753859,0.5486781921411548,44.0,4.125934600830078,0.0015492138750611,0.7600890415150187,3.146636724472046,12.0,12.0,0.7400587676809356,4.213993549346924,0.0009296453596713,0.4383025196503077,0.0011669719679048,0.1814984083175659,3.5833333333333335,0.2606278657913208,0.775383417591707,12.0,0.647546851675933,0.82942086678189,3.5,3.99621844291687,0.2587190866470337,8.0,8.0,0.8145415663689679,0.3722915947437286,12.0,0.179268941283226,0.7065938017099861,3.994345426559448,7.916666666666667,0.0101418707345146,0.7416051610330864,3.1575393676757812,0.373418778181076,12.0,0.008379321162162,0.576437634815806,4.225624084472656,0.2655018270015716,30.0,2.99556303024292,0.3965389132499695,40.666666666666664,44.0,0.0016656219183156,0.1765741556882858,0.0017046851062332,3.979723691940307,0.2544813156127929,8.0,8.0,3.1391172409057617,0.3660669326782226,12.0,0.0107847279602234,0.6186523608954567,4.217188358306885
mean,3.7944022643182933,0.11858148225369253,2.411966688793842,-0.0002141695633548745,0.2270079889747941,6.085815436595311,4.834265529401186e-05,9.735422211086226,0.3022212162597032,3.949223818617924,17.911359000172236,14.901608201086512,0.3578609069220982,33.11682217131771,3.7514784468266864,6.1578441745378685,0.00010848502207515675,0.2931373621396028,-0.00016585474147688946,0.20161140317284224,-0.0011066588971452454,0.09678454826511788,33.76079619603928,3.7821183193521035,-0.00026143429990361405,0.2292407028312449,2.903924962199008,9.54727433968097,9.19175707471689,0.2666756087790593,3.9831324663419334,-0.0008182669953510852,0.055041692118402964,-0.00021256859383059077,0.11773016819597613,2.50134507098442,0.20340188116140645,0.21142512987093756,9.372315814170289,0.26381751290824224,0.17073938867861527,2.483228709819981,3.75638204712201,0.20456186365858497,6.061662463752766,6.141820165264145,0.21247425790620547,0.29829590237752973,9.631610254973706,0.11606249108686943,0.20857487360188168,3.7580107029091625,5.99197183218694,-3.916427353546441e-05,0.1980715730538355,2.9364237791853736,0.29933703801850103,9.598059205018878,-0.00031970600644485025,0.23267161132660708,3.9996377658967384,0.2173742413085368,15.391103618677569,2.9426162594491,0.3741303143155326,36.48075472316561,35.42246892843567,-0.00011857758223070343,0.11708736609112526,-0.0003080575896918424,3.774324235409027,0.2066687176846491,6.045562914307266,6.007541594227497,2.921095378125712,0.29570367844650297,9.210446029422293,-0.0003343594119542006,0.2396884956963071,4.00042195901089
std,0.1038345214374751,0.01525365534355039,0.41913284410645946,0.000343278830618596,0.10706858248396642,0.4540513837110898,0.00047890846812095883,0.5195255809591652,0.10704744976290424,0.2054733054749971,1.8644049314061404,3.0416313144786415,0.027784786290918687,2.793900141322925,0.2423586835119445,0.47491282121970174,0.0004328792047124202,0.03854781681896277,0.0010495417974492438,0.040628689330242884,0.0013855252040745208,0.08052063043333917,3.1531673218996783,0.1028151564126338,0.00028537848739760056,0.10738949718896225,0.1922422728232774,0.4942374306241148,0.8099512618273799,0.09876815959971594,0.15004454600249897,0.000795178095717861,0.04056427369408156,0.00019667700386988095,0.01520709125240496,0.20624699949114297,0.03019278483710212,0.1133009563260913,0.8725688216638283,0.10700171086734654,0.0883345678134344,0.21715199666532606,0.23938916086784467,0.031646065872306506,0.47990508756676814,0.8599906486309473,0.11236468682658825,0.04851530773279856,0.48694056436024363,0.015558253071586274,0.0918372896259658,0.21024997499312825,0.4824142302864539,0.00041273467069641626,0.10846242557575682,0.1621844859102121,0.04296518127358262,0.45823981719266393,0.0006828177483511011,0.08787871255255726,0.19943507370264021,0.033782741320200434,3.913716257310058,0.04825874792308601,0.020244457854870224,0.9764166321346772,3.149222353725061,0.000262859874051156,0.015859696839012664,0.0003915198218762251,0.176967112907003,0.025122794180330473,0.465397171784511,0.8991493721507595,0.16980178519221406,0.0446255675737471,0.8409179785440974,0.0007801767876955033,0.08158316841182646,0.20584059584968045
