,2,3,4,5,6
none,0.67,0.66,0.66,0.66,0.66
neuroharmonize,0.66,0.66,0.68,0.69,0.67
neuroharmonize2,0.65,0.66,0.67,0.68,0.68
nestedcombat+,0.66,0.66,0.67,0.66,0.66
nestedcombat-,0.66,0.65,0.67,0.69,0.69
