,Hjorth#Complexity#T5,Hjorth#Complexity#F4,COH#Frontal(R)-Parietal(L)#delta,Hjorth#Complexity#T3,Spectral#RelativePower#F7#theta,COH#Frontal(R)-Temporal(L)#theta,Spectral#EdgeFrequency#O2#beta,COH#Frontal(L)-Temporal(R)#beta,COH#Temporal(L)-Parietal(L)#gamma,Spectral#EdgeFrequency#O1#beta,COH#Frontal(R)-Parietal(L)#theta,COH#Temporal(L)-Temporal(R)#alpha,COH#Frontal(R)-Temporal(L)#gamma,COH#Temporal(R)-Parietal(L)#beta,COH#Frontal(R)-Occipital(L)#theta,COH#Temporal(L)-Parietal(L)#beta,Hjorth#Activity#F7,COH#Occipital(L)-Occipital(R)#gamma,Spectral#Flatness#P3#beta,COH#Temporal(R)-Parietal(R)#alpha,Spectral#Entropy#P3#alpha,COH#Frontal(R)-Parietal(R)#theta,COH#Frontal(R)-Temporal(L)#delta,Spectral#Entropy#O2#alpha,Spectral#Entropy#T4#theta,Spectral#RelativePower#Cz#beta,Spectral#Diff#Pz#delta,COH#Parietal(R)-Occipital(L)#beta,Spectral#EdgeFrequency#Fz#beta,Spectral#Diff#Cz#gamma,Spectral#RelativePower#Fp1#gamma,COH#Frontal(R)-Parietal(L)#gamma,PLI#Frontal(R)-Parietal(L)#alpha,Spectral#Diff#F7#beta,Hjorth#Mobility#O1,Spectral#Flatness#T4#gamma,PLI#Parietal(L)-Occipital(L)#gamma,Spectral#Flatness#T6#delta,COH#Parietal(R)-Occipital(L)#alpha,COH#Parietal(R)-Occipital(R)#beta,Spectral#Diff#T4#delta,Spectral#Diff#F8#alpha,COH#Temporal(R)-Occipital(L)#beta,COH#Parietal(R)-Occipital(L)#gamma,Hjorth#Mobility#P4,COH#Frontal(L)-Temporal(L)#beta,COH#Occipital(L)-Occipital(R)#alpha,Spectral#Entropy#T3#theta,COH#Frontal(R)-Occipital(R)#alpha,Hjorth#Complexity#P3,COH#Frontal(L)-Occipital(L)#beta,Hjorth#Activity#C3,COH#Temporal(L)-Occipital(R)#theta,Spectral#Diff#F4#beta,COH#Frontal(L)-Frontal(R)#gamma,Spectral#Diff#C3#gamma,COH#Frontal(L)-Frontal(R)#theta,COH#Parietal(L)-Occipital(R)#theta,Spectral#RelativePower#F7#gamma,Spectral#RelativePower#F3#beta,PLI#Temporal(R)-Parietal(R)#beta,Spectral#Flatness#F7#beta,Hjorth#Complexity#O2,Spectral#Entropy#Cz#theta,PLI#Frontal(R)-Occipital(R)#beta,COH#Temporal(L)-Parietal(R)#beta,COH#Frontal(L)-Occipital(L)#delta,Spectral#Flatness#F8#delta,Spectral#Entropy#F4#delta,PLI#Temporal(R)-Parietal(R)#gamma,COH#Occipital(L)-Occipital(R)#delta,COH#Temporal(L)-Parietal(R)#delta,PLI#Frontal(L)-Temporal(R)#delta,Spectral#Flatness#P3#theta,Spectral#Entropy#F7#alpha,COH#Frontal(R)-Temporal(R)#delta,COH#Frontal(L)-Occipital(R)#gamma,COH#Frontal(L)-Frontal(R)#beta,Hjorth#Complexity#Cz,COH#Frontal(L)-Occipital(R)#beta
min,1.1117243,1.0515139,0.2375200267933106,1.0408934,0.013128329028976,0.2375687643231444,12.0,0.1388135719268371,0.1010884566183902,12.0,0.2532804635995212,0.1414402272740033,0.0796532330028102,0.1725135338126745,0.2165221776753078,0.1774642686490352,0.0008789978,0.0277740670816203,0.0316793732345104,0.1738869785178579,1.3175984621047974,0.2338645975710721,0.2226962786497293,1.183621525764465,1.1981003284454346,0.0372691550727458,-0.0075635373135204,0.117805153811251,12.0,-0.0031152876848257,0.006377141590229,0.1489095907332956,0.1666666666666666,-0.0089394756990562,0.22716516,0.1934764832258224,0.0859375,0.0208957958966493,0.1780103668404737,0.1370854545592552,-0.0058267534683788,-0.0133080078073059,0.1452570611463379,0.0919876441046759,0.19928801,0.1367876406205024,0.1636152522090789,1.2172837257385254,0.1663439293823749,1.1186994,0.1332183839127036,0.00043298976,0.2196586783469739,-0.0114669633367157,0.1033454106654547,-0.0027560685218001,0.245977146204249,0.2298037400621543,0.0058767848757265,0.021836040693747,0.131578947368421,0.0681607201695442,1.0874006,1.1737353801727295,0.1535087719298245,0.1271162646295507,0.2356658872877244,0.0208814516663551,2.5119199752807617,0.1106770833333333,0.1788872082751165,0.2376337989253519,0.1969696969696969,0.0032356223091483,1.118319034576416,0.2282760790586099,0.0834762255390006,0.146176629814644,1.1040294,0.1289236613158092
max,3.426073,5.811848,0.9794927329879736,3.3177044,0.7065938017099861,0.9684950301995526,24.0,0.9565923110204648,0.9789970353173296,24.333333333333332,0.9622354529461776,0.986996363218422,0.9748297453879464,0.9513136843627934,0.980822762518429,0.9814285392886924,0.055802982,0.9981502455201026,0.2637529373168945,0.9912885374865968,3.1441447734832764,0.954241741441374,0.9878406434293288,3.1472322940826416,4.0059661865234375,0.7400587676809356,0.0014353721036665,0.975957487357,26.0,0.0011669719679048,0.4681856057246396,0.9490665127057674,0.9907407407407408,0.0015560881341419,0.806346,0.3960231244564056,0.7161458333333333,0.1894242763519287,0.9665522164607016,0.9857122120958484,0.0020465095317376,0.0107847279602234,0.9805586539022616,0.9836278255259014,0.7830426,0.8592940672557097,0.9988813851146452,4.002234935760498,0.9933180661086158,3.2566016,0.9829630645740264,0.10673246,0.9971869834831172,0.0013171970203984,0.9739832162551634,0.0015907440295753,0.9591221357984636,0.9868435038052168,0.5701254759412056,0.647546851675933,0.6041666666666666,0.2655018270015716,3.9265306,3.9972972869873047,0.5833333333333334,0.942422714868,0.995337458067649,0.1765741556882858,4.1012091636657715,0.6848958333333334,0.9991721885069242,0.9853912879394456,0.9595959595959596,0.2587798237800598,3.1575393676757812,0.9871120270990048,0.9825916425019438,0.962995226266598,3.60801,0.9766617802146652
mean,1.6067049386151988,1.5709379352630641,0.5377605644002692,1.6474480809684988,0.21007064282489066,0.540930708568716,16.969639072177355,0.3677248637634783,0.407631508505926,16.8731748790891,0.5542877723943197,0.3296197491264324,0.3876585245897319,0.37095947590017797,0.48229521012452037,0.405927611886725,0.011765989063952431,0.6675879825543586,0.18709764221369313,0.4438772091120789,2.871340849006637,0.43444366194561534,0.5173467884356336,2.8137805492639454,3.7541632757622296,0.2663174168692653,-0.0003491938963422337,0.41328138910028306,17.593900735396865,-0.0002131885422130382,0.10877599032036743,0.4139930272959547,0.4455328008928633,-0.0005240996376587974,0.4778051371811888,0.3713881796485724,0.2152111808450076,0.11755222284595233,0.48099964448407106,0.3229338649281997,-0.00020447250272099542,-0.0003632380252391429,0.46885386159689557,0.40782840064979003,0.4838806865506209,0.3089483653874839,0.6826659347330575,3.7459826088879615,0.6438990609274355,1.6005517325765846,0.4886318816699017,0.01169436070760262,0.5492753114550056,-0.0005614849886977695,0.2941918031343804,-0.00016010287187729328,0.4216527037611836,0.505555890991696,0.12709069557934075,0.26283483400780355,0.3160481698917877,0.21810483025510927,1.5751140465075508,3.7488202516994282,0.3023818943060212,0.36686429927501035,0.6007279054164965,0.11711738278532192,3.7866768713546417,0.22618733717961165,0.7146825162025268,0.47082348287666803,0.5091517119522946,0.2045084764936195,2.9369654157492917,0.4245329160749839,0.3729223614224104,0.3251732392677235,1.5880794260864532,0.4054336348600571
std,0.30042209616954674,0.3307627125197947,0.10631883091249587,0.34407618754239283,0.092722422804216,0.1130734998552402,2.2664661926259604,0.10566454669218547,0.11409600933172902,2.186090426530635,0.09238247887798688,0.08979413019508553,0.134162340600845,0.08860107884331857,0.10041512491557357,0.10601708550743043,0.0040021574802746925,0.13393232373540298,0.04366437347259768,0.0994734122756274,0.19870661250226618,0.07726860722078935,0.12055167818223049,0.2595660528906182,0.1909129187519138,0.10097847650936734,0.00043333110677142164,0.11525591606934484,1.795730340114222,0.00019824216821698313,0.07599148684467162,0.101443322933899,0.08744918555463439,0.0007444512968948979,0.08508754863544572,0.019649707799841817,0.04199127994012996,0.01590895530400856,0.11355007668297613,0.07387687479033277,0.0003919583716498454,0.0007811206901420105,0.09455633320360779,0.1352645596993368,0.08943103188709026,0.06774912555958708,0.144249110150938,0.21861218003625138,0.11364948627360245,0.3085906865740276,0.11498051383042852,0.004481293026345955,0.08319009111530697,0.0006479361477829154,0.09637577965057073,0.0002288422747378745,0.08482247165990314,0.08776191084471092,0.0979736334267009,0.1086889803244938,0.04177323592874141,0.03328596326761146,0.28475809906287264,0.28472948536657083,0.039645187304809065,0.07842402002469412,0.1204686965687731,0.015913818890757037,0.10794275921455004,0.05017016244221774,0.13315372535759062,0.0797079953915879,0.06096802900151715,0.027444433640630712,0.16374903305754232,0.07826002118108495,0.12167136409616408,0.08952785642360342,0.2385421527346149,0.10130971050593413
